Compliance_Breaches,Time_to_Compliance_Days,Training_Completion_Rate,Audit_Findings,Audit_Score,Fines_Penalties_Amount,Incident_Response_Time_Minutes,Suspicious_Activity_Reports,Regulatory_Change_Impact_Score,Department,Employee_ID,Location,Quarter,Year,Compliance_Manager,Training_Session_Attended,Audit_Type,Regulation_ID
,239,56.26894421,,81.80682652,9279.647201,32,,5.938065311,IT,4594,CHI,,2019,Manager_C,Yes,External,177
7,243,58.02789054,16,59.3764024,1735.707327,33,2,3.019418689,Operations,2701,ATL,Q1,2019,Manager_B,Yes,External,111
5,193,83.83683493,,58.53660381,5318.962967,7,1,1.710208281,IT,1602,,Q3,2021,Manager_C,No,External,126
7,325,77.07172383,10,,204.780794,14,2,7.568454816,Operations,4831,CHI,Q1,2022,Manager_B,Yes,External,194
6,,50.92329524,19,70.98474617,4702.677583,23,1,5.481771295,,2364,CHI,Q2,2022,Manager_A,No,External,167
5,95,,10,82.72882571,6316.344375,24,0,8.166493099,IT,4021,ATL,Q2,2020,Manager_C,No,Internal,129
6,78,94.40401911,14,75.20355019,2300.268191,18,2,6.975498157,HR,1304,CHI,Q3,2019,,Yes,Internal,103
5,227,93.44353978,13,86.36767585,1212.974448,37,1,7.568244459,Finance,3850,CHI,Q4,2022,Manager_C,No,External,153
4,261,67.8635461,16,73.96211875,3856.95653,30,2,3.766245232,IT,4228,SF,Q1,2020,Manager_C,Yes,External,194
7,166,94.55253085,1,64.36899576,8954.523306,27,4,3.369482431,Finance,4159,LA,Q2,2020,Manager_A,No,Internal,
1,149,79.68375372,17,68.16916855,1954.464193,17,1,6.407874029,HR,2251,,,2021,Manager_A,No,External,
8,130,90.29528235,15,92.95388472,1454.899505,29,5,2.800739264,HR,1936,,Q2,2019,Manager_B,No,Internal,183
,109,71.37155356,11,,1635.132106,,3,8.338709041,IT,3412,NY,Q3,2020,Manager_C,,External,155
,248,55.66991637,9,60.67246661,14892.62121,28,0,5.706281521,HR,4039,SF,Q1,2020,Manager_B,No,External,117
3,157,71.68635313,15,96.7302694,,30,,3.042909391,,4717,ATL,Q3,,Manager_C,Yes,External,146
7,198,72.8649899,2,89.83002282,18.05375405,32,,6.626514091,Operations,,ATL,,2019,Manager_B,No,External,
2,70,77.54720969,7,52.7833073,7608.994678,14,1,9.505321616,Operations,,ATL,Q2,2021,Manager_A,,External,159
5,240,,1,99.9471481,6007.791863,32,3,1.738852539,HR,4283,CHI,Q1,2023,Manager_A,No,Internal,
10,215,99.57009315,0,84.74633482,688.0887355,,0,,Operations,4289,ATL,Q1,2022,Manager_B,No,External,101
7,99,62.20684104,13,58.01332995,,21,0,8.594552322,HR,,,Q4,,Manager_A,No,External,172
7,195,59.92762018,3,61.85838406,4683.261715,37,,1.986343971,Operations,1748,LA,Q2,2019,Manager_B,Yes,Internal,115
10,,,3,84.62227406,3473.536895,50,3,1.354378324,HR,3198,CHI,Q1,2019,Manager_C,No,External,185
,152,76.86040897,8,88.98805276,2408.108432,30,5,4.131375229,HR,1685,CHI,,2023,Manager_C,Yes,Internal,157
5,5,71.99103689,2,61.95179716,11446.99978,21,3,5.200352964,,1139,,Q4,2022,Manager_A,No,Internal,111
3,,88.59460732,4,62.84844269,1398.327995,31,2,6.12499993,HR,1054,NY,Q1,,Manager_A,,,104
,1980,758.3272004,0,653.5603474,,390,10,55.65702093,Finance,42120,,Q3,20200,,No,,1380
,147,80.48477276,18,79.90091824,652.88342,36,5,9.218661064,IT,1073,SF,Q1,2020,Manager_C,No,Internal,114
3,,86.18731927,0,58.59080892,7117.263201,57,0,7.918012904,HR,4206,CHI,Q3,2021,Manager_B,No,External,171
1,,51.25125508,9,55.21215994,,,2,9.854292303,HR,1996,NY,Q1,2019,,Yes,External,187
5,175,78.53220913,11,83.94320445,4696.084821,32,2,5.288098809,Finance,3955,,Q2,,Manager_B,Yes,External,118
3,54,94.20972356,9,88.95489699,1232.511468,45,4,1.758966489,HR,3876,CHI,Q4,2019,Manager_A,No,Internal,181
6,168,,1,75.04647022,5265.829818,44,4,9.599775786,Operations,2944,CHI,Q1,2022,Manager_A,Yes,Internal,184
3,185,70.25910519,15,68.19163551,7250.612548,10,1,1.037018454,Finance,,,Q1,2021,Manager_A,Yes,External,148
4,130,96.31137251,7,71.60213568,,,4,7.984864125,Finance,1743,NY,Q1,2022,Manager_B,No,External,138
5,224,67.65772011,13,,8080.982098,44,0,1.281538277,Operations,3073,LA,Q3,2020,Manager_B,No,Internal,177
8,92,72.93644121,14,,,,2,7.850927716,HR,,NY,Q2,2022,,No,External,114
7,,99.07706965,15,88.40449526,7096.949358,37,3,9.441450459,IT,3482,ATL,Q2,2023,Manager_C,No,Internal,154
5,91,59.96619295,10,60.40436074,171.5604596,26,2,4.503342676,IT,2604,ATL,Q1,2021,Manager_C,Yes,External,166
4,162,53.26275946,11,69.2094576,4005.495271,19,3,3.168683661,IT,1061,SF,Q4,2019,Manager_C,Yes,Internal,155
6,,,1,77.20061457,17454.49908,52,2,3.036512373,Finance,,NY,Q4,2022,Manager_B,No,Internal,144
8,170,93.42326706,3,80.6492931,19881.36802,37,4,5.425458797,Finance,3537,NY,Q1,2021,Manager_C,Yes,Internal,
4,,73.60389173,2,73.4091948,1654.705854,21,3,2.537983322,Operations,,SF,Q3,2019,Manager_A,Yes,Internal,156
3,181,75.71035872,8,90.50633175,2911.599992,,3,7.056312676,HR,2992,SF,Q4,2021,Manager_B,Yes,External,166
,184,91.79031848,17,88.38030097,325.2420982,33,2,,Operations,3726,,Q2,2021,Manager_A,No,Internal,193
3,221,86.92797491,18,75.25789593,10331.29636,35,1,3.907985432,Finance,3515,CHI,Q4,,Manager_A,No,External,105
9,221,63.25745011,6,92.72146934,4203.274986,21,7,5.151570186,IT,2139,,Q4,2022,Manager_B,,,169
5,265,50.84466775,3,87.55447652,2431.483651,23,1,5.883287522,HR,2394,,Q1,,Manager_A,No,Internal,130
4,190,73.98500813,5,88.92909244,598.2582937,13,0,2.27737236,IT,3698,,Q4,2020,Manager_B,No,External,121
7,80,92.9456163,18,97.82003897,14665.41069,40,0,7.369870274,HR,,NY,Q1,2021,Manager_C,Yes,Internal,184
8,231,94.79173383,,63.32334706,3777.443761,26,2,8.946523899,,3495,LA,Q2,2022,Manager_B,No,External,137
4,260,97.81130985,15,63.38240812,1662.894631,34,0,3.501882246,HR,4285,CHI,Q4,2020,Manager_B,No,External,157
4,327,93.97816188,10,94.44761278,2155.569702,44,3,,IT,3255,SF,Q1,2020,Manager_A,Yes,Internal,169
,267,79.00217776,3,88.61131867,1578.331218,32,,7.844548813,Operations,2001,SF,Q1,2023,,No,External,128
5,,72.23027996,17,96.32727707,4604.127603,28,2,2.651875514,Finance,2125,ATL,,2020,Manager_A,Yes,External,155
5,191,88.74249233,4,,13293.69913,31,,1.371296443,Operations,4881,NY,Q4,2019,Manager_A,Yes,Internal,110
6,163,86.99108172,5,81.38785386,9713.858512,30,2,,IT,1009,NY,,2019,Manager_A,No,External,147
7,,76.9071715,1,57.23141691,3084.458566,42,2,3.157762747,,4544,SF,Q4,2019,Manager_A,Yes,External,185
2,173,54.36636863,11,75.19485991,8757.870021,33,4,2.54629368,Operations,2146,ATL,Q1,2020,Manager_A,Yes,Internal,159
1,257,96.30406734,8,57.78734659,2750.479195,24,,9.834424675,,1786,ATL,Q1,2021,Manager_A,Yes,External,150
7,84,72.78012688,19,56.40392545,1453.815007,40,2,3.626784851,Finance,3051,CHI,Q2,,Manager_A,No,Internal,138
5,119,68.1666891,11,50.60841727,20496.31778,42,2,9.130989612,HR,,CHI,Q2,2019,Manager_B,Yes,External,105
4,253,81.47836976,12,,1811.220457,16,3,,,1258,CHI,,2019,Manager_A,,Internal,129
4,267,83.69189806,16,67.95113083,1955.771719,45,0,8.370794189,Finance,3768,LA,Q3,2019,Manager_A,Yes,External,188
3,140,60.53439585,4,55.25941424,22874.59588,,3,5.518169857,IT,2933,ATL,,2023,Manager_B,Yes,External,199
8,,91.84694224,19,,718.9332389,32,3,,HR,4849,,Q3,,Manager_C,Yes,Internal,100
7,238,64.49685468,12,58.44720457,7146.718923,,1,7.602447643,IT,4845,,Q3,2019,Manager_C,,External,185
1,163,59.3341963,,97.08474158,13729.75409,,2,9.028660346,HR,3334,SF,Q3,2019,Manager_B,Yes,,108
2,33,70.31999264,9,66.00024429,3585.099338,39,,,Finance,3078,,Q4,2023,Manager_C,Yes,External,144
4,79,86.52800404,14,66.69767616,12.6247335,26,0,,Finance,2711,LA,Q4,2022,Manager_A,No,Internal,107
6,140,98.27290892,14,91.99290017,2350.489721,,3,5.005472672,Finance,1520,,Q1,2021,,Yes,Internal,
4,225,,17,82.38778806,591.491424,20,3,7.784834079,Operations,1715,ATL,Q4,2022,Manager_A,Yes,External,179
6,225,97.01741888,17,85.50858037,2690.878425,35,0,7.425351534,Operations,2643,LA,Q3,2021,Manager_C,Yes,Internal,182
8,152,57.0302902,,81.8000902,7803.875964,20,2,,Operations,1123,LA,,2020,Manager_B,No,Internal,107
7,166,53.55883994,10,97.3098142,2887.601662,46,2,2.608489324,IT,2773,SF,Q3,,Manager_A,No,External,
5,178,77.8852381,12,60.35004158,2827.510202,41,5,5.239245186,Operations,1921,CHI,Q4,2022,,No,External,142
2,166,64.51487415,10,99.45196209,,43,2,9.402347547,HR,3177,,Q2,2023,Manager_B,Yes,Internal,155
,189,91.40274865,3,91.54780888,4357.669462,31,0,4.078661111,Finance,3793,NY,Q3,2019,Manager_A,Yes,Internal,130
7,178,83.59939357,14,79.44862944,9700.008997,32,0,6.659861233,IT,,SF,Q3,2020,Manager_B,No,Internal,141
4,79,,10,,1843.415479,18,,1.10875371,IT,,CHI,,2023,Manager_B,No,External,
1,167,62.73961779,17,82.44129383,8620.633013,39,2,7.400142294,Operations,2755,LA,,2023,Manager_A,No,Internal,118
6,178,74.28920572,15,52.9198112,,33,2,6.427614365,HR,3821,,Q1,2021,Manager_B,No,Internal,190
5,,75.06202387,9,60.90082493,1787.158649,35,3,7.43855272,,2565,CHI,Q1,2020,Manager_C,No,Internal,187
8,130,61.95883974,11,98.07354423,1748.68139,,,9.141945517,IT,3998,,Q4,,Manager_A,Yes,External,191
5,192,79.50466997,12,,2240.330273,23,1,,,2947,SF,Q2,2023,Manager_A,Yes,Internal,154
4,213,72.1642993,8,68.91768016,4873.483712,28,2,3.354306364,HR,2852,NY,Q1,2022,Manager_A,Yes,Internal,103
10,171,72.3360778,12,88.10192317,1312.097584,33,1,9.96202803,Finance,3124,CHI,Q3,2022,Manager_A,Yes,External,111
7,74,,5,76.22594713,12649.53441,20,2,2.406555627,Operations,4254,,Q1,2020,,Yes,Internal,
4,,50.84646762,5,50.65813857,4277.302235,,4,,,3413,CHI,Q3,2022,Manager_A,Yes,External,183
8,224,76.10476185,10,86.81187984,12629.62938,34,4,7.525683195,IT,1291,,Q3,2022,Manager_A,Yes,Internal,127
5,,66.76239179,18,86.610878,237.5777667,26,1,,,2993,LA,Q3,2019,Manager_C,Yes,,157
5,182,,10,58.25743561,,43,3,3.046965304,Operations,2737,LA,Q4,2022,Manager_B,,,147
5,73,65.39718538,,97.83300442,115.3588953,14,1,2.936206569,Operations,4460,LA,Q2,2019,Manager_C,No,Internal,100
2,226,63.93141665,14,61.19540658,1589.000952,,2,6.997069612,Operations,1156,LA,Q4,2020,Manager_B,Yes,Internal,174
3,269,69.67240766,,72.88746837,9902.742477,36,2,2.67625166,IT,2123,LA,,2022,,Yes,External,
4,,56.59259948,7,55.73679806,186.4833489,24,3,6.954069986,HR,1907,LA,Q1,2023,,Yes,External,162
9,260,,4,80.16411597,2864.809385,20,1,5.432754538,HR,2657,CHI,Q2,2022,Manager_A,No,Internal,194
0,247,84.62201763,1,68.772556,625.362468,9,2,4.479659809,Operations,1917,CHI,Q2,,Manager_B,No,Internal,137
5,111,,15,67.65867311,2696.474091,22,2,3.702091144,HR,,LA,Q1,2023,Manager_C,Yes,,108
5,156,90.18774738,12,91.34884386,,40,2,9.5281924,IT,3157,LA,Q2,2020,Manager_C,,Internal,
5,,72.6004144,18,50.47808564,4878.492634,29,1,5.57284292,HR,2702,SF,Q2,2021,Manager_B,,Internal,169
5,176,75.95458652,8,89.89733854,6673.37616,41,0,6.051267663,HR,2665,SF,Q3,,Manager_B,,,
4,,90.52009704,14,78.57242829,2147.027906,23,1,9.543304762,IT,2293,ATL,Q4,2019,Manager_C,,Internal,166
9,100,71.38505854,5,99.30492567,14447.65311,37,2,6.884895863,HR,1137,CHI,Q4,2020,Manager_C,No,External,195
6,203,85.07996749,7,,6176.665418,22,1,9.62067635,Operations,4067,LA,Q4,2020,Manager_C,Yes,Internal,198
2,218,71.73011844,13,52.76895671,2739.167037,20,3,1.957300665,Operations,2711,CHI,Q3,2022,Manager_B,No,Internal,115
6,219,70.88680973,4,52.53226632,2779.679836,28,1,8.619756686,IT,,ATL,Q3,2021,Manager_A,No,External,101
6,,88.01028123,16,,12547.07334,23,,4.018731652,Operations,4714,,Q2,2022,Manager_C,No,External,135
6,106,58.74184577,6,92.06070728,4294.883726,14,2,8.294387726,,3554,ATL,Q2,2020,Manager_B,No,Internal,170
5,172,66.9292986,8,67.29450378,6127.330869,28,2,8.700729618,Operations,3887,NY,Q3,2019,Manager_C,Yes,Internal,134
2,201,61.20861384,15,80.90162421,2698.142569,31,0,3.443390975,Operations,2014,SF,Q3,2019,Manager_B,No,External,129
5,267,67.95549715,17,74.47956785,1266.034577,42,2,4.679475549,Operations,2723,CHI,Q1,,Manager_C,No,Internal,144
3,180,61.51874112,12,98.35820276,6428.794593,39,,7.534129189,HR,4024,,Q3,2019,Manager_B,Yes,External,145
3,205,78.97028155,17,97.49804504,4680.219897,42,2,1.891500678,IT,3836,ATL,Q3,2021,Manager_B,Yes,Internal,192
3,124,89.90854013,9,99.19195043,3479.182773,37,2,7.799801809,Finance,3397,LA,Q4,2023,Manager_C,Yes,Internal,164
6,110,89.33065306,0,93.32243903,4891.109143,33,0,1.994256334,IT,3194,ATL,Q1,2021,Manager_B,Yes,Internal,100
,103,68.22504823,17,95.47757954,1167.772703,17,4,9.23010159,IT,2358,ATL,Q4,2022,Manager_B,No,Internal,156
4,154,99.43802029,18,,,,1,3.48705364,IT,2555,LA,Q4,2022,Manager_B,Yes,,170
5,303,79.69271824,1,91.55033945,14798.23669,35,1,6.180394122,HR,4897,CHI,Q1,2019,Manager_B,No,Internal,166
5,155,,3,85.44285566,11086.77061,44,3,2.054381501,,4625,CHI,Q1,2023,Manager_B,Yes,External,199
7,201,91.77696396,10,98.13932544,,36,2,3.425438392,IT,3909,,Q1,2021,Manager_B,No,Internal,130
5,213,86.49370063,2,78.56309142,2604.428395,42,4,4.635595391,HR,4977,ATL,Q2,2021,Manager_B,Yes,Internal,124
3,114,87.46376684,,54.25835834,8261.787083,19,1,5.38343989,Operations,1406,SF,Q1,2020,Manager_B,Yes,Internal,146
4,153,59.80696749,9,,4520.787328,26,1,1.000607479,Finance,1343,,Q4,2019,Manager_C,No,Internal,155
,217,73.41621537,1,84.3290464,3969.419166,,4,8.997901861,Operations,1651,NY,Q1,2022,Manager_B,Yes,External,187
5,205,93.09140654,,,13062.01636,41,4,1.069073286,IT,2544,CHI,Q2,2020,,,External,100
7,60,,14,69.70566918,3839.622617,,5,7.963161067,Operations,4662,LA,Q4,,Manager_C,Yes,Internal,194
8,215,84.17263717,18,79.9251707,3617.399811,29,,5.235210211,,4996,,Q1,2022,Manager_C,Yes,Internal,136
7,146,,9,68.70528687,214.6345377,36,0,5.714920224,Finance,,SF,Q1,2021,Manager_A,Yes,External,
5,148,92.11783939,19,68.74738586,359.7198151,18,4,2.874389314,Operations,4731,NY,Q4,2022,Manager_B,Yes,Internal,166
8,204,64.22804199,13,56.65433196,37.23987659,46,2,6.466315153,IT,3752,ATL,Q4,,Manager_A,Yes,,111
4,271,78.77376389,3,,12223.2915,21,1,5.835087183,Finance,3818,CHI,Q1,2022,Manager_A,Yes,External,119
6,167,56.1617334,,87.52471922,,10,4,2.47812766,,2159,ATL,Q2,,Manager_A,Yes,External,129
8,250,,2,50.06217194,3160.837825,,0,3.143071012,Operations,,SF,Q4,2022,Manager_C,Yes,Internal,173
6,93,86.59839192,16,88.2806642,9334.148597,46,3,1.602132661,,2343,CHI,Q3,2020,Manager_B,,Internal,163
,187,52.14186606,6,,4698.389337,35,1,,IT,1286,SF,Q1,,Manager_C,No,External,178
,147,83.78954818,10,50.48654801,4701.656989,37,2,,Finance,,ATL,Q4,2020,Manager_B,No,External,184
4,,70.73450771,,68.48021488,1758.681719,30,,2.984268929,Finance,,SF,Q4,2021,Manager_A,No,Internal,163
7,162,56.20484381,13,80.33738452,8976.078393,28,4,7.116951047,Finance,2486,SF,Q1,2020,Manager_C,Yes,Internal,117
,99,70.99537738,13,72.63753259,906.5901587,14,1,3.845938493,Operations,1890,SF,Q1,2019,Manager_B,,External,131
10,126,59.71164648,,88.89930594,273.0708128,,4,4.084608429,Operations,1661,,Q1,,Manager_B,Yes,Internal,118
6,81,70.77797661,8,71.27291663,1063.512234,,0,2.187148539,IT,4423,,Q2,2022,,Yes,External,193
4,101,69.2169514,2,57.69314847,1558.079193,43,3,6.179236009,IT,2028,CHI,Q3,2019,,No,External,132
5,208,86.91958185,,98.82078121,1658.59516,33,1,4.079292774,HR,1235,SF,Q4,2019,Manager_C,Yes,External,161
,164,88.71077791,11,62.10199964,5551.100982,36,,7.086851231,HR,,SF,Q1,2023,Manager_C,No,Internal,121
4,193,,3,,1228.381254,45,0,,,4897,SF,Q1,,Manager_C,No,External,128
5,,51.13434211,,57.15781558,5645.228171,33,1,6.262235877,IT,1968,LA,Q2,,Manager_C,No,External,
6,162,96.55111395,15,66.45063069,477.7780024,28,2,3.484625831,Finance,3548,ATL,Q3,2023,Manager_C,No,Internal,103
3,218,84.311664,9,72.10138042,796.1655574,21,1,5.577470194,HR,2128,SF,Q4,2022,Manager_C,Yes,,149
7,181,51.7097725,6,59.61160023,3554.737843,50,1,3.267377242,IT,2230,NY,Q3,2019,Manager_A,No,External,175
7,345,90.94164496,,72.49797882,12748.5574,35,1,9.126215518,Operations,1238,CHI,Q3,2023,Manager_B,No,Internal,
8,-1,60.01330774,,57.85814115,9815.144826,20,2,7.897471751,Finance,2854,LA,Q1,2023,Manager_A,Yes,External,
4,136,78.96105948,17,77.95032695,17329.23034,18,,5.437053154,,1828,ATL,Q1,2023,Manager_B,No,Internal,104
7,219,73.3317185,8,83.18566263,,42,0,9.689114289,Operations,1051,NY,Q1,2020,Manager_B,Yes,Internal,182
,134,70.99193912,17,53.1217142,5632.202632,19,3,,Finance,3155,SF,Q2,2023,Manager_B,No,External,138
4,213,,16,93.55660605,4904.452927,48,2,3.956819293,Finance,,LA,Q2,2022,Manager_C,No,External,156
4,176,71.86806458,10,59.25704425,4875.149481,2,,,Operations,2056,SF,Q2,2020,Manager_C,Yes,External,130
0,231,53.76720588,0,61.26812127,795.6841297,44,2,5.893710803,HR,1021,CHI,Q1,2022,Manager_B,Yes,External,106
1,112,97.33193636,16,,3923.450844,34,1,8.743749504,HR,1306,,Q1,,Manager_B,Yes,External,111
1,190,96.02676156,3,73.43755302,,31,2,8.800468553,Operations,1010,NY,Q1,2023,Manager_C,No,Internal,109
7,207,84.22163448,3,74.96977996,2921.797663,28,0,6.4411036,Operations,2662,ATL,Q3,2022,Manager_C,,,128
5,187,73.39462641,,56.40774923,3707.493222,48,,4.540945269,Operations,4513,ATL,Q2,2021,,No,External,
5,188,54.64297365,8,90.28679109,687.1014189,37,2,6.852666773,,3609,CHI,Q2,2023,Manager_B,Yes,External,112
8,252,89.53740593,,80.85271231,2227.435035,20,1,,Finance,1197,ATL,,2023,Manager_A,Yes,,186
3,79,53.77389572,15,56.76910217,327.7594968,12,3,4.70462306,HR,,ATL,Q4,2020,Manager_C,No,External,169
5,187,53.43004924,0,68.69996835,19477.82847,31,3,5.286287523,,2965,CHI,Q3,2022,Manager_C,Yes,External,130
3,107,76.86919212,2,90.52049664,630.8103719,29,2,7.125546766,Operations,2067,NY,Q3,2023,Manager_B,No,External,
5,225,58.00641201,18,78.4177523,1495.567404,14,2,,Finance,2208,LA,Q1,2022,Manager_A,No,Internal,150
1,129,50.38651337,7,,,29,2,8.119093403,Operations,3436,LA,Q4,2020,Manager_C,Yes,Internal,
7,31,71.15567155,17,68.63885229,3295.758613,24,2,1.201522324,Finance,1550,CHI,Q3,2022,Manager_A,Yes,Internal,115
2,226,56.86086158,5,62.13471992,728.8134633,30,3,2.119351094,Operations,4578,SF,Q4,2022,Manager_A,No,Internal,158
,163,58.02577076,19,75.87327768,2424.413178,37,2,8.675003623,Operations,2465,CHI,Q4,2020,Manager_C,Yes,External,157
6,201,53.84553194,5,92.16805644,615.7444983,44,1,,Finance,3543,CHI,,2023,Manager_B,No,External,110
7,265,60.25468769,4,71.81335674,1117.067921,39,2,4.499261048,HR,1504,CHI,Q4,2022,Manager_A,Yes,External,135
,202,85.77420899,11,71.66710152,267.1613067,22,3,6.258501301,,1136,CHI,Q1,2021,Manager_B,Yes,Internal,100
4,190,90.44636536,8,95.26754512,2883.291528,33,2,9.152604842,IT,1988,,Q2,,Manager_C,Yes,External,120
1,177,,8,78.80927063,8215.907428,30,2,9.204028129,Finance,2302,ATL,Q3,2020,Manager_A,No,Internal,
4,111,75.32769079,16,78.30955437,4409.074302,16,2,,HR,,,Q1,,Manager_B,No,External,199
6,167,,18,,4661.405819,33,,2.886300445,HR,4614,CHI,Q1,,Manager_A,,Internal,136
3,298,53.46581307,16,80.38613739,1119.369278,48,2,7.572545266,Finance,1851,LA,Q3,2023,,No,External,105
4,157,62.87838628,15,78.79552337,2107.163394,,4,1.909885891,HR,2046,SF,Q1,2020,Manager_A,Yes,External,113
2,170,77.19492104,11,69.84257352,,14,,9.045446135,Finance,2975,ATL,Q4,2021,Manager_C,Yes,External,192
6,255,86.97755744,2,99.53477829,459.7880436,30,1,2.342339232,HR,1710,LA,Q1,2023,Manager_B,No,External,100
8,87,80.25015307,13,94.09454825,9757.199931,17,2,6.961137761,Operations,1506,ATL,Q1,2019,Manager_A,,External,107
7,217,69.60639275,16,87.4793145,,38,2,6.492189468,,1685,NY,,2023,Manager_B,No,External,143
2,84,55.91620365,15,76.86727942,9074.549871,35,2,,Finance,2533,SF,Q3,2019,Manager_C,Yes,External,
6,203,89.03866174,11,73.10299009,1913.675169,28,2,5.964197521,HR,4641,ATL,Q1,2019,,Yes,External,186
9,178,68.18930258,1,,,26,3,1.536099178,Finance,1707,SF,Q2,2022,Manager_A,Yes,External,174
,216,86.80270072,7,65.2868737,6963.672639,27,1,7.352616286,IT,2623,,Q3,2020,,No,Internal,126
8,119,75.6489421,,88.69803999,,30,,4.44839103,IT,4515,,Q2,2022,Manager_B,No,Internal,135
7,147,86.93310268,15,72.6874477,1304.517067,22,3,3.882565011,Finance,1141,ATL,Q2,2019,Manager_B,Yes,Internal,141
6,219,95.36447807,7,94.11347583,,16,3,9.925061946,IT,3328,SF,,2020,Manager_A,No,Internal,119
10,149,96.0514758,15,57.39555682,441.370529,,2,6.313597894,,4014,CHI,Q1,2020,Manager_B,No,Internal,107
5,,76.755339,9,75.4173548,354.8113497,26,3,7.396471659,HR,4278,SF,Q4,2020,Manager_B,Yes,Internal,145
,192,75.57541824,19,82.3482842,4525.569818,31,2,5.736935232,Finance,2707,,Q1,2021,Manager_A,,External,199
5,153,63.28392328,,75.84242282,6414.01177,32,3,7.929753814,HR,1301,ATL,Q2,2023,Manager_A,Yes,External,151
5,161,96.78999158,3,,16206.39062,33,1,,,3444,CHI,Q2,2019,Manager_A,No,Internal,125
4,180,72.89595836,14,99.47816409,2595.513764,18,1,6.914315041,,1317,SF,Q4,2020,Manager_C,No,Internal,
10,166,56.37956196,,55.79173292,128.0836684,,,9.979687553,,2810,,Q3,2021,Manager_A,No,External,159
,223,71.63524573,10,56.4977452,,24,2,5.138141807,HR,3955,ATL,Q2,2021,Manager_A,Yes,External,102
2,157,56.35266251,5,56.51620568,1710.311303,33,3,7.355731135,IT,3927,SF,Q1,2019,Manager_A,Yes,External,103
,145,75.12658421,3,84.0588548,2836.513595,22,3,8.180001665,Operations,1857,NY,,2022,Manager_A,No,External,192
4,234,78.06377574,8,68.63380477,3351.740161,26,3,4.384312386,Finance,4119,NY,Q2,2021,Manager_A,,Internal,161
4,154,66.88778807,8,86.66573306,333.4380679,51,2,5.114575248,,,LA,Q3,2019,Manager_A,Yes,Internal,
,147,53.58253071,2,70.27357364,3327.482878,11,1,9.722505398,Operations,4022,NY,Q4,2021,Manager_A,No,External,149
5,30,97.17517678,4,81.38033607,2778.414743,22,,1.290619154,,1676,NY,Q2,2019,Manager_A,No,Internal,191
4,117,88.66765567,14,88.49290028,6233.431984,,2,4.017660886,IT,4461,ATL,Q3,,Manager_C,Yes,Internal,118
7,129,91.94405403,8,77.41079553,5187.575286,29,3,5.375916661,HR,1378,ATL,Q3,2022,Manager_B,No,,142
4,147,68.34341971,1,76.97517952,1024.159428,22,1,1.013184938,HR,1216,SF,Q2,2021,Manager_C,No,External,191
2,136,88.0415515,2,54.41171626,1154.233965,41,2,9.092143909,Finance,4700,,Q2,2021,Manager_C,No,External,181
2,238,74.26864476,11,70.53908715,1445.122724,,,3.576199602,Finance,,ATL,Q4,2021,Manager_A,No,External,
3,133,60.05417442,15,77.28885766,985.8590315,26,3,3.319343489,IT,,SF,Q1,,,Yes,Internal,113
